,T (K),q (mmol/g),b (1/bar),R squared,MSE
0,283,6.617384401852496,39.991023255689576,0.9472021378456426,0.24240108470950764
1,313,6.27459737308361,9.214774008372382,0.9818563189592447,0.08825414654771042
2,373,5.37300374085955,1.4922269370985113,0.9962270917617504,0.013725542090136008
